2025-03-08T13:00:00.054 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:18:04.135 +0530 [V]  - Music active, INFO
2025-03-08T13:18:05.134 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:18:05.135 +0530 [V]  - Music active, INFO
2025-03-08T13:18:06.134 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:18:06.134 +0530 [V]  - Music active, INFO
2025-03-08T13:18:07.137 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:18:07.138 +0530 [V]  - Music active, INFO
2025-03-08T13:18:08.138 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:18:08.138 +0530 [V]  - Music active, INFO
2025-03-08T13:18:09.138 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:18:09.139 +0530 [V]  - Music active, INFO
2025-03-08T13:18:10.138 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:18:10.139 +0530 [V]  - Music active, INFO
2025-03-08T13:18:11.139 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:18:11.140 +0530 [V]  - Music active, INFO
2025-03-08T13:18:12.140 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:18:12.141 +0530 [V]  - Music active, INFO
2025-03-08T13:18:13.141 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:18:13.142 +0530 [V]  - Music active, INFO
2025-03-08T13:18:14.142 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:18:14.143 +0530 [V]  - Music active, INFO
2025-03-08T13:18:15.140 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:18:15.141 +0530 [V]  - Music active, INFO
2025-03-08T13:18:16.141 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:18:16.141 +0530 [V]  - Music active, INFO
2025-03-08T13:18:17.145 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:18:17.145 +0530 [V]  - Music active, INFO
2025-03-08T13:18:18.143 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:18:18.143 +0530 [V]  - Music active, INFO
2025-03-08T13:18:19.146 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:18:19.146 +0530 [V]  - Music active, INFO
2025-03-08T13:18:20.146 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:18:20.146 +0530 [V]  - Music active, INFO
2025-03-08T13:18:21.146 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:18:21.146 +0530 [V]  - Music active, INFO
2025-03-08T13:18:22.151 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:18:22.151 +0530 [V]  - Music active, INFO
2025-03-08T13:18:23.025 +0530 [V]  - lastNotificationReceivedTime = 1741420103025, INFO
2025-03-08T13:18:23.027 +0530 [V]  - Music controllers is not empty, INFO
2025-03-08T13:18:23.028 +0530 [V]  - Music filters passed, INFO
2025-03-08T13:18:23.029 +0530 [V]  - Music onMetadataChanged data: true && true, INFO
2025-03-08T13:18:23.029 +0530 [V]  - Music onMetadataChanged, INFO
2025-03-08T13:18:23.031 +0530 [V]  - Music playing from media.music.musicplayer, INFO
2025-03-08T13:18:23.031 +0530 [V]  - maySetupMediaSessionController active, INFO
2025-03-08T13:18:23.038 +0530 [V]  - lastNotificationReceivedTime = 1741420103038, INFO
2025-03-08T13:18:23.040 +0530 [V]  - Music controllers is not empty, INFO
2025-03-08T13:18:23.040 +0530 [V]  - Music filters passed, INFO
2025-03-08T13:18:23.042 +0530 [V]  - Music onMetadataChanged data: true && true, INFO
2025-03-08T13:18:23.042 +0530 [V]  - Music onMetadataChanged, INFO
2025-03-08T13:18:23.044 +0530 [V]  - Music playing from media.music.musicplayer, INFO
2025-03-08T13:18:23.044 +0530 [V]  - maySetupMediaSessionController active, INFO
2025-03-08T13:18:23.148 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:18:23.148 +0530 [V]  - Music active, INFO
2025-03-08T13:18:24.228 +0530 [V]  - Music onMetadataChanged data: true && true, INFO
2025-03-08T13:18:24.228 +0530 [V]  - Music onMetadataChanged, INFO
2025-03-08T13:18:24.229 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=2, INFO
2025-03-08T13:18:24.229 +0530 [V]  - Music active, INFO
2025-03-08T13:18:24.230 +0530 [V]  - Music Controller onPlaybackStateChanged PlaybackState.STATE_PAUSED, INFO
2025-03-08T13:18:24.230 +0530 [V]  - lastTime 1741420104230, INFO
2025-03-08T13:18:24.231 +0530 [V]  - {"album":"Download","artist":"\u003cunknown\u003e","current":236308,"duration":423993,"playState":"PAUSE","title":"Ayyappa Swamy Special Songs  Pallikattu Sabarimalaiki  Telugu Devotional Songs  Devotional  TV"}, INFO
2025-03-08T13:18:24.231 +0530 [V]  - MusicControl updateTrack(), INFO
2025-03-08T13:18:24.447 +0530 [V]  - lastNotificationReceivedTime = 1741420104447, INFO
2025-03-08T13:18:24.448 +0530 [V]  - Music controllers is not empty, INFO
2025-03-08T13:18:24.450 +0530 [V]  - Music filters passed, INFO
2025-03-08T13:18:24.451 +0530 [V]  - Music onMetadataChanged data: true && true, INFO
2025-03-08T13:18:24.451 +0530 [V]  - Music onMetadataChanged, INFO
2025-03-08T13:18:24.452 +0530 [V]  - Music playing from media.music.musicplayer, INFO
2025-03-08T13:18:24.452 +0530 [V]  - maySetupMediaSessionController active, INFO
2025-03-08T13:26:48.575 +0530 [V]  - Music controllers is not empty, INFO
2025-03-08T13:26:48.577 +0530 [V]  - Music filters passed, INFO
2025-03-08T13:26:48.579 +0530 [V]  - Music onMetadataChanged data: true && true, INFO
2025-03-08T13:26:48.579 +0530 [V]  - Music onMetadataChanged, INFO
2025-03-08T13:26:48.580 +0530 [V]  - Music playing from media.music.musicplayer, INFO
2025-03-08T13:26:48.581 +0530 [V]  - maySetupMediaSessionController active, INFO
2025-03-08T13:26:48.584 +0530 [V]  - Music controllers is not empty, INFO
2025-03-08T13:26:48.585 +0530 [V]  - Music filters passed, INFO
2025-03-08T13:26:48.587 +0530 [V]  - Music onMetadataChanged data: true && true, INFO
2025-03-08T13:26:48.587 +0530 [V]  - Music onMetadataChanged, INFO
2025-03-08T13:26:48.589 +0530 [V]  - Music playing from media.music.musicplayer, INFO
2025-03-08T13:26:48.589 +0530 [V]  - maySetupMediaSessionController active, INFO
2025-03-08T13:26:48.591 +0530 [V]  - Music controllers is not empty, INFO
2025-03-08T13:26:48.595 +0530 [V]  - Music filters passed, INFO
2025-03-08T13:26:48.595 +0530 [V]  - Music onMetadataChanged data: true && true, INFO
2025-03-08T13:26:48.595 +0530 [V]  - Music onMetadataChanged, INFO
2025-03-08T13:26:48.597 +0530 [V]  - Music playing from media.music.musicplayer, INFO
2025-03-08T13:26:48.598 +0530 [V]  - maySetupMediaSessionController active, INFO
2025-03-08T13:26:55.333 +0530 [V]  - Music controllers is not empty, INFO
2025-03-08T13:26:55.334 +0530 [V]  - Music filters passed, INFO
2025-03-08T13:26:55.336 +0530 [V]  - Music onMetadataChanged data: true && true, INFO
2025-03-08T13:26:55.336 +0530 [V]  - Music onMetadataChanged, INFO
2025-03-08T13:26:55.337 +0530 [V]  - Music playing from media.music.musicplayer, INFO
2025-03-08T13:26:55.337 +0530 [V]  - maySetupMediaSessionController active, INFO
2025-03-08T13:26:56.084 +0530 [V]  - Music controllers is not empty, INFO
2025-03-08T13:26:56.093 +0530 [V]  - Music filters passed, INFO
2025-03-08T13:26:56.095 +0530 [V]  - Music onMetadataChanged data: true && true, INFO
2025-03-08T13:26:56.096 +0530 [V]  - Music onMetadataChanged, INFO
2025-03-08T13:26:56.099 +0530 [V]  - Music playing from media.music.musicplayer, INFO
2025-03-08T13:26:56.100 +0530 [V]  - maySetupMediaSessionController active, INFO
2025-03-08T13:26:56.101 +0530 [V]  - Music controllers is not empty, INFO
2025-03-08T13:26:56.103 +0530 [V]  - Music filters passed, INFO
2025-03-08T13:26:56.104 +0530 [V]  - Music onMetadataChanged data: true && true, INFO
2025-03-08T13:26:56.105 +0530 [V]  - Music onMetadataChanged, INFO
2025-03-08T13:26:56.107 +0530 [V]  - Music playing from media.music.musicplayer, INFO
2025-03-08T13:26:56.108 +0530 [V]  - maySetupMediaSessionController active, INFO
2025-03-08T13:26:56.418 +0530 [V]  - Music controllers is not empty, INFO
2025-03-08T13:26:56.419 +0530 [V]  - Music filters passed, INFO
2025-03-08T13:26:56.421 +0530 [V]  - Music onMetadataChanged data: true && true, INFO
2025-03-08T13:26:56.422 +0530 [V]  - Music onMetadataChanged, INFO
2025-03-08T13:26:56.423 +0530 [V]  - Music playing from media.music.musicplayer, INFO
2025-03-08T13:26:56.424 +0530 [V]  - maySetupMediaSessionController active, INFO
2025-03-08T13:26:56.842 +0530 [V]  - Music controllers is not empty, INFO
2025-03-08T13:26:56.845 +0530 [V]  - Music filters passed, INFO
2025-03-08T13:26:56.846 +0530 [V]  - Music onMetadataChanged data: true && true, INFO
2025-03-08T13:26:56.846 +0530 [V]  - Music onMetadataChanged, INFO
2025-03-08T13:26:56.848 +0530 [V]  - Music playing from media.music.musicplayer, INFO
2025-03-08T13:26:56.848 +0530 [V]  - maySetupMediaSessionController active, INFO
2025-03-08T13:36:08.674 +0530 [V]  - lastNotificationReceivedTime = 1741421168672, INFO
2025-03-08T13:36:08.690 +0530 [V]  - Music controllers is not empty, INFO
2025-03-08T13:36:08.694 +0530 [V]  - Music filters passed, INFO
2025-03-08T13:36:08.696 +0530 [V]  - Music onMetadataChanged data: true && true, INFO
2025-03-08T13:36:08.697 +0530 [V]  - Music onMetadataChanged, INFO
2025-03-08T13:36:08.699 +0530 [V]  - Music playing from media.music.musicplayer, INFO
2025-03-08T13:36:08.700 +0530 [V]  - maySetupMediaSessionController active, INFO
2025-03-08T13:36:08.746 +0530 [V]  - Notification: id-3 sent to linwear, INFO
2025-03-08T13:38:06.988 +0530 [V]  - lastNotificationReceivedTime = 1741421286987, INFO
2025-03-08T13:38:06.990 +0530 [V]  - Music controllers is not empty, INFO
2025-03-08T13:38:06.991 +0530 [V]  - Music filters passed, INFO
2025-03-08T13:38:06.993 +0530 [V]  - Music onMetadataChanged data: true && true, INFO
2025-03-08T13:38:06.994 +0530 [V]  - Music onMetadataChanged, INFO
2025-03-08T13:38:06.997 +0530 [V]  - Music playing from media.music.musicplayer, INFO
2025-03-08T13:38:06.998 +0530 [V]  - maySetupMediaSessionController active, INFO
2025-03-08T13:38:06.998 +0530 [V]  - lastNotificationReceivedTime = 1741421286998, INFO
2025-03-08T13:38:06.999 +0530 [V]  - Music controllers is not empty, INFO
2025-03-08T13:38:07.001 +0530 [V]  - Music filters passed, INFO
2025-03-08T13:38:07.002 +0530 [V]  - Music onMetadataChanged, INFO
2025-03-08T13:38:07.002 +0530 [V]  - Music onMetadataChanged data: true && true, INFO
2025-03-08T13:38:07.004 +0530 [V]  - Music playing from media.music.musicplayer, INFO
2025-03-08T13:38:07.004 +0530 [V]  - maySetupMediaSessionController active, INFO
2025-03-08T13:38:07.011 +0530 [V]  - Notification: id-1 sent to linwear, INFO
2025-03-08T13:42:52.918 +0530 [V]  - lastNotificationReceivedTime = 1741421572917, INFO
2025-03-08T13:42:52.920 +0530 [V]  - Music controllers is not empty, INFO
2025-03-08T13:42:52.923 +0530 [V]  - Music filters passed, INFO
2025-03-08T13:42:52.925 +0530 [V]  - Music onMetadataChanged data: true && true, INFO
2025-03-08T13:42:52.925 +0530 [V]  - Music onMetadataChanged, INFO
2025-03-08T13:42:52.928 +0530 [V]  - Music playing from media.music.musicplayer, INFO
2025-03-08T13:42:52.928 +0530 [V]  - maySetupMediaSessionController active, INFO
2025-03-08T13:45:02.207 +0530 [V]  - lastNotificationReceivedTime = 1741421702206, INFO
2025-03-08T13:45:02.208 +0530 [V]  - Music controllers is not empty, INFO
2025-03-08T13:45:02.211 +0530 [V]  - Music filters passed, INFO
2025-03-08T13:45:02.213 +0530 [V]  - Music onMetadataChanged data: true && true, INFO
2025-03-08T13:45:02.214 +0530 [V]  - Music onMetadataChanged, INFO
2025-03-08T13:45:02.218 +0530 [V]  - Music playing from media.music.musicplayer, INFO
2025-03-08T13:45:02.218 +0530 [V]  - maySetupMediaSessionController active, INFO
2025-03-08T13:45:02.234 +0530 [V]  - Notification: id--1445021803 sent to linwear, INFO
2025-03-08T13:47:43.293 +0530 [V]  - lastNotificationReceivedTime = 1741421863293, INFO
2025-03-08T13:47:43.296 +0530 [V]  - Music controllers is not empty, INFO
2025-03-08T13:47:43.299 +0530 [V]  - Music filters passed, INFO
2025-03-08T13:47:43.301 +0530 [V]  - Music onMetadataChanged data: true && true, INFO
2025-03-08T13:47:43.302 +0530 [V]  - Music onMetadataChanged, INFO
2025-03-08T13:47:43.305 +0530 [V]  - Music playing from media.music.musicplayer, INFO
2025-03-08T13:47:43.306 +0530 [V]  - maySetupMediaSessionController active, INFO
2025-03-08T13:48:21.796 +0530 [V]  - lastNotificationReceivedTime = 1741421901795, INFO
2025-03-08T13:48:21.798 +0530 [V]  - Music controllers is not empty, INFO
2025-03-08T13:48:21.815 +0530 [V]  - Music filters passed, INFO
2025-03-08T13:48:21.822 +0530 [V]  - Music onMetadataChanged data: true && true, INFO
2025-03-08T13:48:21.822 +0530 [V]  - Music onMetadataChanged, INFO
2025-03-08T13:48:21.838 +0530 [V]  - Music playing from media.music.musicplayer, INFO
2025-03-08T13:48:21.838 +0530 [V]  - maySetupMediaSessionController active, INFO
2025-03-08T13:48:23.081 +0530 [V]  - lastNotificationReceivedTime = 1741421903080, INFO
2025-03-08T13:48:23.082 +0530 [V]  - Music controllers is not empty, INFO
2025-03-08T13:48:23.086 +0530 [V]  - Music filters passed, INFO
2025-03-08T13:48:23.088 +0530 [V]  - Music onMetadataChanged data: true && true, INFO
2025-03-08T13:48:23.088 +0530 [V]  - Music onMetadataChanged, INFO
2025-03-08T13:48:23.090 +0530 [V]  - Music playing from media.music.musicplayer, INFO
2025-03-08T13:48:23.091 +0530 [V]  - maySetupMediaSessionController active, INFO
2025-03-08T13:52:50.577 +0530 [V]  - lastNotificationReceivedTime = 1741422170576, INFO
2025-03-08T13:52:50.579 +0530 [V]  - Music controllers is not empty, INFO
2025-03-08T13:52:50.581 +0530 [V]  - Music filters passed, INFO
2025-03-08T13:52:50.583 +0530 [V]  - Music onMetadataChanged data: true && true, INFO
2025-03-08T13:52:50.584 +0530 [V]  - Music onMetadataChanged, INFO
2025-03-08T13:52:50.587 +0530 [V]  - Music playing from media.music.musicplayer, INFO
2025-03-08T13:52:50.587 +0530 [V]  - maySetupMediaSessionController active, INFO
2025-03-08T13:52:51.312 +0530 [V]  - lastNotificationReceivedTime = 1741422171311, INFO
2025-03-08T13:52:51.316 +0530 [V]  - Music controllers is not empty, INFO
2025-03-08T13:52:51.321 +0530 [V]  - Music filters passed, INFO
2025-03-08T13:52:51.322 +0530 [V]  - Music onMetadataChanged data: true && true, INFO
2025-03-08T13:52:51.322 +0530 [V]  - Music onMetadataChanged, INFO
2025-03-08T13:52:51.325 +0530 [V]  - Music playing from media.music.musicplayer, INFO
2025-03-08T13:52:51.325 +0530 [V]  - maySetupMediaSessionController active, INFO
2025-03-08T13:52:51.830 +0530 [V]  - lastNotificationReceivedTime = 1741422171828, INFO
2025-03-08T13:52:51.832 +0530 [V]  - Music controllers is not empty, INFO
2025-03-08T13:52:51.846 +0530 [V]  - Music filters passed, INFO
2025-03-08T13:52:51.849 +0530 [V]  - Music onMetadataChanged data: true && true, INFO
2025-03-08T13:52:51.850 +0530 [V]  - Music onMetadataChanged, INFO
2025-03-08T13:52:51.854 +0530 [V]  - Music playing from media.music.musicplayer, INFO
2025-03-08T13:52:51.855 +0530 [V]  - maySetupMediaSessionController active, INFO
2025-03-08T13:52:52.052 +0530 [V]  - lastNotificationReceivedTime = 1741422172051, INFO
2025-03-08T13:52:52.054 +0530 [V]  - Music controllers is not empty, INFO
2025-03-08T13:52:52.058 +0530 [V]  - Music filters passed, INFO
2025-03-08T13:52:52.064 +0530 [V]  - Music onMetadataChanged data: true && true, INFO
2025-03-08T13:52:52.064 +0530 [V]  - Music onMetadataChanged, INFO
2025-03-08T13:52:52.067 +0530 [V]  - Music playing from media.music.musicplayer, INFO
2025-03-08T13:52:52.068 +0530 [V]  - maySetupMediaSessionController active, INFO
2025-03-08T13:52:52.482 +0530 [V]  - lastNotificationReceivedTime = 1741422172480, INFO
2025-03-08T13:52:52.483 +0530 [V]  - Music controllers is not empty, INFO
2025-03-08T13:52:52.488 +0530 [V]  - Music filters passed, INFO
2025-03-08T13:52:52.490 +0530 [V]  - Music onMetadataChanged data: true && true, INFO
2025-03-08T13:52:52.491 +0530 [V]  - Music onMetadataChanged, INFO
2025-03-08T13:52:52.494 +0530 [V]  - Music playing from media.music.musicplayer, INFO
2025-03-08T13:52:52.494 +0530 [V]  - maySetupMediaSessionController active, INFO
2025-03-08T13:52:53.496 +0530 [V]  - lastNotificationReceivedTime = 1741422173495, INFO
2025-03-08T13:52:53.498 +0530 [V]  - Music controllers is not empty, INFO
2025-03-08T13:52:53.501 +0530 [V]  - Music filters passed, INFO
2025-03-08T13:52:53.503 +0530 [V]  - Music onMetadataChanged data: true && true, INFO
2025-03-08T13:52:53.503 +0530 [V]  - Music onMetadataChanged, INFO
2025-03-08T13:52:53.506 +0530 [V]  - Music playing from media.music.musicplayer, INFO
2025-03-08T13:52:53.507 +0530 [V]  - maySetupMediaSessionController active, INFO
2025-03-08T13:52:53.991 +0530 [V]  - lastNotificationReceivedTime = 1741422173990, INFO
2025-03-08T13:52:53.992 +0530 [V]  - Music controllers is not empty, INFO
2025-03-08T13:52:53.996 +0530 [V]  - Music filters passed, INFO
2025-03-08T13:52:53.998 +0530 [V]  - Music onMetadataChanged, INFO
2025-03-08T13:52:53.998 +0530 [V]  - Music onMetadataChanged data: true && true, INFO
2025-03-08T13:52:54.002 +0530 [V]  - Music playing from media.music.musicplayer, INFO
2025-03-08T13:52:54.003 +0530 [V]  - maySetupMediaSessionController active, INFO
2025-03-08T13:55:15.805 +0530 [V]  - lastNotificationReceivedTime = 1741422315804, INFO
2025-03-08T13:55:15.809 +0530 [V]  - Music controllers is not empty, INFO
2025-03-08T13:55:15.813 +0530 [V]  - Music filters passed, INFO
2025-03-08T13:55:15.815 +0530 [V]  - Music onMetadataChanged data: true && true, INFO
2025-03-08T13:55:15.815 +0530 [V]  - Music onMetadataChanged, INFO
2025-03-08T13:55:15.819 +0530 [V]  - maySetupMediaSessionController active, INFO
2025-03-08T13:55:15.818 +0530 [V]  - Music playing from media.music.musicplayer, INFO
2025-03-08T13:55:16.289 +0530 [V]  - lastNotificationReceivedTime = 1741422316288, INFO
2025-03-08T13:55:16.291 +0530 [V]  - Music controllers is not empty, INFO
2025-03-08T13:55:16.293 +0530 [V]  - Music filters passed, INFO
2025-03-08T13:55:16.301 +0530 [V]  - Music onMetadataChanged data: true && true, INFO
2025-03-08T13:55:16.302 +0530 [V]  - Music onMetadataChanged, INFO
2025-03-08T13:55:16.303 +0530 [V]  - Music playing from media.music.musicplayer, INFO
2025-03-08T13:55:16.304 +0530 [V]  - maySetupMediaSessionController active, INFO
2025-03-08T13:55:16.815 +0530 [V]  - lastNotificationReceivedTime = 1741422316813, INFO
2025-03-08T13:55:16.822 +0530 [V]  - Music controllers is not empty, INFO
2025-03-08T13:55:16.824 +0530 [V]  - Music filters passed, INFO
2025-03-08T13:55:16.826 +0530 [V]  - Music onMetadataChanged data: true && true, INFO
2025-03-08T13:55:16.827 +0530 [V]  - Music onMetadataChanged, INFO
